location_code,antenna_id,file_start,meteor_count,meteor_time,fmin,fmax,distance_km
BEHUMA,1,202204230000,1,2022-04-23T00:02:13:801995,987.835693359375,1001.2939453125,0.0 km
BEHUMA,3,202204230000,1,2022-04-23T00:02:13:801995,987.1627807617188,1012.7334594726562,0.0 km
BEHUMA,4,202204230000,1,2022-04-23T00:02:13:801995,989.8544311523438,1012.7334594726562,0.0 km
BEHUMA,5,202204230000,1,2022-04-23T00:02:13:801995,987.835693359375,1012.7334594726562,0.0 km
BEHUMA,6,202204230000,1,2022-04-23T00:02:13:801995,990.52734375,1002.6397705078125,0.0 km
