location_code,antenna_id,file_start,meteor_count,meteor_time,fmin,fmax,distance_km
BEHUMA,1,202204230000,1,133.2172335600907,1000.2845764160156,1015.7615661621094,0.0 km
BEHUMA,3,202204230000,1,133.2172335600907,987.1627807617188,1012.7334594726562,0.0 km
BEHUMA,4,202204230000,1,133.2172335600907,989.8544311523438,1012.7334594726562,0.0 km
BEHUMA,5,202204230000,1,133.2172335600907,987.835693359375,1012.7334594726562,0.0 km
BEHUMA,6,202204230000,1,133.2172335600907,990.52734375,1002.6397705078125,0.0 km
